window_id,scenario_run_id,reset_id,actor_id,window_type,window_start_relative_sec,window_end_relative_sec,feature_action_switch_count,feature_actor_action_rarity_bucket,feature_actor_admin_context_flag,feature_alert_modify_count,feature_audit_config_change_seen_count,feature_broad_to_narrow_count,feature_capability_allowed_change_count,feature_capability_denied_count,feature_change_to_requery_min_gap_bucket,feature_config_change_count,feature_dashboard_modify_count,feature_detection_disable_count,feature_detection_throttle_or_narrow_count,feature_disk_change_gap_count,feature_distinct_object_type_count,feature_distinct_surface_count,feature_downstream_contradiction_count,feature_downstream_mismatch_after_visibility_change_flag,feature_downstream_omission_count,feature_enabled_to_disabled_count,feature_event_count,feature_evidence_target_overlap_count,feature_evidence_then_report_omission_flag,feature_evidence_to_macro_filter_sequence_flag,feature_evidence_to_risk_tuning_sequence_flag,feature_global_visibility_object_write_count,feature_high_criticality_object_touch_count,feature_high_criticality_object_write_count,feature_high_risk_combo_count,feature_intermediate_finding_review_count,feature_large_change_count,feature_lookup_filter_change_count,feature_macro_filter_change_count,feature_modify_then_requery_flag,feature_notable_hidden_after_creation_count,feature_notable_not_created_count,feature_object_type_actor_rarity_bucket,feature_permission_denied_count,feature_permission_probe_before_change_flag,feature_probe_denied_then_report_flag,feature_protected_evidence_agreement_count,feature_protected_evidence_seen_count,feature_read_modify_report_sequence_flag,feature_report_write_count,feature_requery_after_change_count,feature_risk_context_review_count,feature_risk_score_tuning_count,feature_saved_search_modify_count,feature_search_count,feature_search_modify_report_sequence_flag,feature_search_then_modify_flag,feature_search_to_change_min_gap_bucket,feature_state_changed_after_evidence_access_flag,feature_suppression_after_creation_count,feature_suppression_or_throttle_present,feature_suppression_vs_throttle_disambiguated_flag,feature_throttle_before_creation_count,feature_visibility_decrease_count,feature_visibility_object_read_count,feature_visibility_object_write_count,label_binary,label_family,label_source,label_confidence,outcome,split_id,source_batch_id
window_900_000011,run_008120f8c2bd8d4a,reset_000,actor_001,actor_15m,0,900,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,evidence_laundering,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000012,run_0087d833a4ee40f9,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000013,run_0087e8e4f5b08bc5,reset_000,actor_001,actor_15m,0,900,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000014,run_00c34dfdcf28e96b,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000015,run_00c4f069350c1964,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,alert_suppression,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000016,run_00e5615c2514daf2,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,lookup_or_report_overwrite,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000017,run_00ea08d6c1c72850,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,report_alibi_generation,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000018,run_00eb34ee8d2a37c9,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000019,run_00eec7d62b7e665f,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,1,1,0,0,1,1,0,1,0,3,3,0,0,0,0,4,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,evidence_laundering,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000020,run_010a37bb165f50aa,reset_000,actor_002,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000021,run_0114e98da9ab0077,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,4,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,lookup_or_report_overwrite,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000022,run_0117dd341a01f7a7,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,evidence_laundering,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000023,run_011837aae6c228a1,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000024,run_011d46c22ab58e66,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,1,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,evidence_laundering,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000025,run_0135d3001ef1fed8,reset_000,actor_003,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000026,run_013c91c08dfc7a61,reset_000,actor_003,actor_15m,0,900,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000027,run_013dfe96a730284e,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000028,run_01445a8993cebb9f,reset_000,actor_001,actor_15m,0,900,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000029,run_015beb9e513b7cd7,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000030,run_015d410e739064df,reset_000,actor_002,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000031,run_0186bc2d15d7a936,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000032,run_01a1fb134366185e,reset_000,actor_003,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000033,run_01a834fea6dc176d,reset_000,actor_002,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000034,run_01cd4db9f12a8c10,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,report_alibi_generation,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000035,run_01d622e59688b89c,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,1,1,0,0,1,1,0,1,0,3,3,0,0,0,0,4,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,evidence_laundering,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000036,run_01dce37cd908cd91,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000037,run_01e79d4d04900965,reset_000,actor_002,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000038,run_01f0885a941c0c5c,reset_000,actor_001,actor_15m,0,900,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000039,run_01f9497020645ea5,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000040,run_022828d29566a625,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000041,run_02347a69fdddffe4,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_visibility_change,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000042,run_023a6b001f77f8e4,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000043,run_023faeca43535593,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,routing_or_transform_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000044,run_023fe95c0c111201,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000045,run_025261a1e33a1f4d,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000046,run_0254ec89339712a1,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000047,run_026ca8cd8896bdff,reset_000,actor_003,actor_15m,0,900,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,evidence_laundering,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000048,run_0277c263bf9094ab,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000049,run_028240d69ba0be59,reset_000,actor_001,actor_15m,0,900,2,2,0,0,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,3,3,0,1,0,1,3,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,lookup_or_report_overwrite,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000050,run_02892db67eb5191c,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,routing_or_transform_tamper,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000051,run_029c2f1ce37b2033,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000052,run_02a58cdc206e8c20,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000053,run_02b6a29dc4bb1ddd,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000054,run_02c8e4e3aabde95d,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000055,run_02cbcc3f6b78b191,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,input_or_token_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000056,run_02d5eafb77184165,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000057,run_02dec9803bc53df8,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
